id,materialId,judulMateri,mode,indicator,difficulty,difficultyLabel,questionType,question,optA,optB,optC,optD,optE,correct,hint1,hint2,hint3,explanation,remedialMaterialId
M1D-F29-MD-V03,M1D,Bunga Sederhana,PRACTICE,I1,1,Mudah,PG,Tabungan Rp500.000 mendapat bunga 8% per tahun selama 12 bulan. Jumlah akhir tabungan adalah ....,Rp460.000,Rp540.000,Rp500.000,Rp40.000,Rp504.000,B,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp40.000. Jumlah akhir = Rp500.000 + Rp40.000 = Rp540.000.,M1D/R2
M1D-F30-MD-V01,M1D,Bunga Sederhana,PRACTICE,I1,1,Mudah,PG,Pinjaman Rp1.000.000 dikenakan bunga 2% per bulan selama 3 bulan. Total pengembalian adalah ....,Rp1.120.000,Rp1.030.000,Rp1.020.000,Rp60.000,Rp1.060.000,E,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp60.000. Total pengembalian = Rp1.060.000.,R1/R2
M1D-F30-MD-V02,M1D,Bunga Sederhana,PRACTICE,I1,1,Mudah,PG,Pinjaman Rp500.000 dikenakan bunga 4% per bulan selama 2 bulan. Total pengembalian adalah ....,Rp540.000,Rp40.000,Rp520.000,Rp580.000,Rp504.000,A,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp40.000. Total pengembalian = Rp540.000.,R1/R2
M1D-F30-MD-V03,M1D,Bunga Sederhana,PRACTICE,I1,1,Mudah,PG,"Pinjaman Rp800.000 dikenakan bunga 1,5% per bulan selama 4 bulan. Total pengembalian adalah ....",Rp824.000,Rp896.000,Rp848.000,Rp48.000,Rp812.000,C,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp48.000. Total pengembalian = Rp848.000.,R1/R2
M1D-F31-MD-V01,M1D,Bunga Sederhana,PRACTICE,I3,1,Mudah,PG,"Dua tabungan bermodal Rp1.000.000 selama 12 bulan. Pilihan A bunga 5% per tahun, Pilihan B bunga 6% per tahun. Kesimpulan yang tepat adalah ....",Pilihan B lebih besar Rp5.000,Keduanya sama,Tidak dapat ditentukan,Pilihan A lebih besar Rp10.000,Pilihan B lebih besar Rp10.000,E,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp50.000. Bunga B = Rp60.000. Maka pilihan b lebih besar rp10.000.,M1D/R1
M1D-F31-MD-V02,M1D,Bunga Sederhana,PRACTICE,I3,1,Mudah,PG,"Dua pinjaman bermodal Rp1.000.000 selama 3 bulan. Pilihan A bunga 1% per bulan, Pilihan B bunga 2% per bulan. Kesimpulan yang tepat adalah ....",Pilihan B lebih ringan Rp30.000,Pilihan A lebih ringan Rp30.000,Tidak dapat ditentukan,Keduanya sama,Pilihan A lebih ringan Rp15.000,B,"Untuk pinjaman, bunga lebih kecil berarti lebih ringan.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp30.000. Bunga B = Rp60.000. Maka pilihan a lebih ringan rp30.000.,M1D/R1
M1D-F31-MD-V03,M1D,Bunga Sederhana,PRACTICE,I3,1,Mudah,PG,"Dua tabungan bermodal Rp2.000.000 selama 12 bulan. Pilihan A bunga 4% per tahun, Pilihan B bunga 4% per tahun. Kesimpulan yang tepat adalah ....",Pilihan A lebih besar Rp10.000,Tidak dapat ditentukan,Semua pilihan salah,Keduanya sama,Pilihan A lebih besar Rp40.000,D,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp80.000. Bunga B = Rp80.000. Maka keduanya sama.,M1D/R1
M1D-F32-MD-V01,M1D,Bunga Sederhana,PRACTICE,I1,1,Mudah,PG,Tabungan Rp1.000.000 mendapat bunga 6% per tahun selama 12 bulan. Jumlah akhir tabungan adalah ....,Rp1.060.000,Rp60.000,Rp1.000.000,Rp940.000,Rp1.006.000,A,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp60.000. Jumlah akhir = Rp1.060.000.,M1D/R2
M1D-F32-MD-V02,M1D,Bunga Sederhana,PRACTICE,I1,1,Mudah,PG,"Pinjaman Rp1.000.000 dikenakan bunga 1,5% per bulan selama 4 bulan. Total pengembalian adalah ....",Rp1.120.000,Rp1.030.000,Rp1.060.000,Rp60.000,Rp1.015.000,C,Hitung bunga total selama beberapa bulan.,Tambahkan bunga ke modal pinjaman.,,Bunga = Rp60.000. Total = Rp1.060.000.,R1/R2
M1D-F32-MD-V03,M1D,Bunga Sederhana,PRACTICE,I2,1,Mudah,PG,Tabungan Rp2.000.000 mendapat bunga 12% per tahun selama 6 bulan. Besar bunga adalah ....,Rp2.120.000,Rp120.000,Tidak dapat ditentukan,Rp240.000,Rp140.000,B,Ubah bulan ke tahun.,Gunakan waktu = bulan/12.,,Bunga = Rp120.000.,M1D/R1
M1D-PRE-MD-V01,M1D,Bunga Sederhana,PRETEST,I1,1,Mudah,PG,"Dalam soal bunga sederhana, uang awal yang ditabung atau dipinjam disebut ....",Diskon,Modal,Bunga,Ongkir,Tenor pinjaman,B,,,,Uang awal dalam bunga sederhana disebut modal.,M1D
M1D-PRE-MD-V02,M1D,Bunga Sederhana,PRETEST,I2,1,Mudah,PG,Tabungan Rp2.000.000 mendapat bunga sederhana 6% per tahun selama 1 tahun. Besar bunga adalah ....,Rp120.000,Rp60.000,Rp2.000.000,Rp2.120.000,Rp12.000,A,,,,Bunga = Rp120.000.,R1
M1D-POST-SD-V03,M1D,Bunga Sederhana,POSTTEST,I2,2,Sedang,PG,"Modal Rp3.000.000 mendapat bunga 4,8% per tahun selama 10 bulan. Besar bunga adalah ....",Rp60.000,Rp144.000,Rp120.000,Rp240.000,Rp132.000,C,,,,"Bunga = Rp3.000.000 × 4,8% × 10/12 = Rp120.000.",M1D/R1
M1D-F25-SD-V01,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,Seseorang menabung Rp2.000.000 dengan bunga 6% per tahun selama 1 tahun. Komponen Rp2.000.000 adalah ....,Bunga,Modal,Keuntungan,Jumlah akhir,Tenor pinjaman,B,Rp2.000.000 adalah uang awal sebelum bunga dihitung.,Uang awal disebut modal.,,Rp2.000.000 adalah modal awal tabungan.,M1D
M1D-F25-SD-V02,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,Andi meminjam Rp1.500.000 dengan bunga 2% per bulan selama 4 bulan. Lama waktu pinjaman pada soal tersebut adalah ....,2%,Rp120.000,Rp1.500.000,5 bulan,4 bulan,E,Lama waktu menunjukkan durasi pinjaman.,Carilah keterangan yang menyatakan berapa lama.,,Lama waktu pinjaman adalah 4 bulan.,M1D
M1D-F25-SD-V03,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,"Dalam rumus bunga sederhana, jika suku bunga dinyatakan per tahun, maka waktu 6 bulan harus ditulis sebagai ....",6 tahun,"0,5 tahun",5 tahun,12 tahun,"1,5 tahun",B,Satu tahun terdiri dari 12 bulan.,6 bulan = 6/12 tahun.,,"6 bulan = 0,5 tahun.",M1D/R1
M1D-F26-SD-V01,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,Pinjaman Rp1.200.000 dikenakan bunga sederhana 2% per bulan selama 5 bulan. Besar bunga adalah ....,Rp120.000,Rp60.000,Rp24.000,Rp240.000,Rp96.000,A,Bunga per bulan dikalikan jumlah bulan.,Hitung 2% × Rp1.200.000 × 5.,,Bunga = Rp1.200.000 × 2% × 5 = Rp120.000.,R1
M1D-F26-SD-V02,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,"Pinjaman Rp2.000.000 dikenakan bunga sederhana 1,25% per bulan selama 6 bulan. Besar bunga adalah ....",Rp25.000,Rp150.000,Rp300.000,Rp75.000,Rp125.000,B,Bunga per bulan dikalikan jumlah bulan.,"Hitung 1,25% × Rp2.000.000 × 6.",,"Bunga = Rp2.000.000 × 1,25% × 6 = Rp150.000.",R1
M1D-F26-SD-V03,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,"Pinjaman Rp750.000 dikenakan bunga sederhana 2,4% per bulan selama 5 bulan. Besar bunga adalah ....",Rp180.000,Rp18.000,Rp90.000,Rp45.000,Rp72.000,C,Bunga per bulan dikalikan jumlah bulan.,"Hitung 2,4% × Rp750.000 × 5.",,"Bunga = Rp750.000 × 2,4% × 5 = Rp90.000.",R1
M1D-F27-SD-V01,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,Tabungan Rp1.500.000 mendapat bunga sederhana 4% per tahun selama 2 tahun. Besar bunga adalah ....,Rp1.620.000,Rp60.000,Rp1.500.000,Rp120.000,Rp12.000,D,Bunga dihitung dari modal awal untuk setiap tahun.,Hitung Rp1.500.000 × 4% × 2.,,Bunga = Rp120.000.,R1
M1D-F27-SD-V02,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,Tabungan Rp2.500.000 mendapat bunga sederhana 7% per tahun selama 2 tahun. Besar bunga adalah ....,Rp175.000,Rp35.000,Rp2.500.000,Rp2.850.000,Rp350.000,E,Bunga dihitung dari modal awal untuk setiap tahun.,Hitung Rp2.500.000 × 7% × 2.,,Bunga = Rp350.000.,R1
M1D-F27-SD-V03,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,"Tabungan Rp3.000.000 mendapat bunga sederhana 5,5% per tahun selama 2 tahun. Besar bunga adalah ....",Rp3.330.000,Rp165.000,Rp330.000,Rp3.000.000,Rp33.000,C,Bunga dihitung dari modal awal untuk setiap tahun.,"Hitung Rp3.000.000 × 5,5% × 2.",,Bunga = Rp330.000.,R1
M1D-F28-SD-V01,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,Modal Rp1.500.000 mendapat bunga 8% per tahun selama 9 bulan. Besar bunga adalah ....,Rp180.000,Rp90.000,Rp45.000,Rp120.000,Rp100.000,B,"Karena bunga per tahun, ubah 9 bulan menjadi tahun.",9 bulan = 9/12 tahun.,,Bunga = Rp1.500.000 × 8% × 9/12 = Rp90.000.,M1D/R1
M1D-F28-SD-V02,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,"Modal Rp2.400.000 mendapat bunga 7,5% per tahun selama 8 bulan. Besar bunga adalah ....",Rp60.000,Rp180.000,Rp120.000,Rp240.000,Rp135.000,C,"Karena bunga per tahun, ubah 8 bulan menjadi tahun.",8 bulan = 8/12 tahun.,,"Bunga = Rp2.400.000 × 7,5% × 8/12 = Rp120.000.",M1D/R1
M1D-F28-SD-V03,M1D,Bunga Sederhana,PRACTICE,I2,2,Sedang,PG,"Modal Rp3.000.000 mendapat bunga 4,8% per tahun selama 10 bulan. Besar bunga adalah ....",Rp60.000,Rp144.000,Rp120.000,Rp240.000,Rp132.000,C,"Karena bunga per tahun, ubah 10 bulan menjadi tahun.",10 bulan = 10/12 tahun.,,"Bunga = Rp3.000.000 × 4,8% × 10/12 = Rp120.000.",M1D/R1
M1D-F29-SD-V01,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,Tabungan Rp1.500.000 mendapat bunga 8% per tahun selama 6 bulan. Jumlah akhir tabungan adalah ....,Rp1.500.000,Rp1.440.000,Rp60.000,Rp1.620.000,Rp1.560.000,E,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp60.000. Jumlah akhir = Rp1.500.000 + Rp60.000 = Rp1.560.000.,M1D/R2
M1D-F29-SD-V02,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,"Tabungan Rp2.400.000 mendapat bunga 7,5% per tahun selama 8 bulan. Jumlah akhir tabungan adalah ....",Rp120.000,Rp2.400.000,Rp2.580.000,Rp2.280.000,Rp2.520.000,E,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp120.000. Jumlah akhir = Rp2.400.000 + Rp120.000 = Rp2.520.000.,M1D/R2
M1D-F29-SD-V03,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,"Tabungan Rp3.000.000 mendapat bunga 4,8% per tahun selama 10 bulan. Jumlah akhir tabungan adalah ....",Rp3.000.000,Rp2.880.000,Rp120.000,Rp3.120.000,Rp3.144.000,D,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp120.000. Jumlah akhir = Rp3.000.000 + Rp120.000 = Rp3.120.000.,M1D/R2
M1D-F30-SD-V01,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,Pinjaman Rp1.200.000 dikenakan bunga 2% per bulan selama 5 bulan. Total pengembalian adalah ....,Rp1.440.000,Rp1.320.000,Rp120.000,Rp1.260.000,Rp1.224.000,B,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp120.000. Total pengembalian = Rp1.320.000.,R1/R2
M1D-F30-SD-V02,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,"Pinjaman Rp2.000.000 dikenakan bunga 1,25% per bulan selama 6 bulan. Total pengembalian adalah ....",Rp2.300.000,Rp150.000,Rp2.150.000,Rp2.075.000,Rp2.025.000,C,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp150.000. Total pengembalian = Rp2.150.000.,R1/R2
M1D-F30-SD-V03,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,Pinjaman Rp1.500.000 dikenakan bunga 12% per tahun selama 6 bulan. Total pengembalian adalah ....,Rp1.545.000,Rp90.000,Rp1.680.000,Rp1.590.000,Rp1.605.000,D,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp90.000. Total pengembalian = Rp1.590.000.,R1/R2
M1D-F31-SD-V01,M1D,Bunga Sederhana,PRACTICE,I3,2,Sedang,PG,"Dua tabungan bermodal Rp2.000.000 selama 6 bulan. Pilihan A bunga 6% per tahun, Pilihan B bunga 0,4% per bulan. Kesimpulan yang tepat adalah ....",Pilihan A lebih besar Rp12.000,Tidak dapat ditentukan,Pilihan B lebih besar Rp12.000,Keduanya sama,Pilihan A lebih besar Rp6.000,A,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp60.000. Bunga B = Rp48.000. Maka pilihan a lebih besar rp12.000.,M1D/R1
M1D-F31-SD-V02,M1D,Bunga Sederhana,PRACTICE,I3,2,Sedang,PG,"Dua pinjaman bermodal Rp3.000.000 selama 6 bulan. Pilihan A bunga 1,5% per bulan, Pilihan B bunga 12% per tahun. Kesimpulan yang tepat adalah ....",Pilihan B lebih ringan Rp90.000,Pilihan A lebih besar Rp10.000,Tidak dapat ditentukan,Keduanya sama,Pilihan B lebih ringan Rp45.000,A,"Untuk pinjaman, bunga lebih kecil berarti lebih ringan.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp270.000. Bunga B = Rp180.000. Maka pilihan b lebih ringan rp90.000.,M1D/R1
M1D-F31-SD-V03,M1D,Bunga Sederhana,PRACTICE,I3,2,Sedang,PG,"Dua tabungan bermodal Rp1.500.000 selama 8 bulan. Pilihan A bunga 9% per tahun, Pilihan B bunga 0,8% per bulan. Kesimpulan yang tepat adalah ....",Keduanya sama,Pilihan B lebih besar Rp6.000,Pilihan A lebih besar Rp10.000,Tidak dapat ditentukan,Pilihan B lebih besar Rp3.000,B,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp90.000. Bunga B = Rp96.000. Maka pilihan b lebih besar rp6.000.,M1D/R1
M1D-F32-SD-V01,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,Tabungan Rp1.800.000 mendapat bunga 8% per tahun selama 9 bulan. Jumlah akhir tabungan adalah ....,Rp108.000,Rp1.800.000,Rp1.944.000,Rp1.692.000,Rp1.908.000,E,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp108.000. Jumlah akhir = Rp1.908.000.,M1D/R2
M1D-F32-SD-V02,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,"Pinjaman Rp2.500.000 dikenakan bunga 1,2% per bulan selama 7 bulan. Total pengembalian adalah ....",Rp2.605.000,Rp2.920.000,Rp210.000,Rp2.710.000,Rp2.530.000,D,Hitung bunga total selama beberapa bulan.,Tambahkan bunga ke modal pinjaman.,,Bunga = Rp210.000. Total = Rp2.710.000.,R1/R2
M1D-F32-SD-V03,M1D,Bunga Sederhana,PRACTICE,I1,2,Sedang,PG,"Tabungan Rp3.200.000 mendapat bunga 7,5% per tahun selama 8 bulan. Jumlah akhir tabungan adalah ....",Rp3.200.000,Rp3.040.000,Rp160.000,Rp3.360.000,Rp3.440.000,D,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp160.000. Jumlah akhir = Rp3.360.000.,M1D/R2
M1D-PRE-SD-V02,M1D,Bunga Sederhana,PRETEST,I1,2,Sedang,PG,Andi meminjam Rp1.500.000 dengan bunga 2% per bulan selama 4 bulan. Lama waktu pinjaman pada soal tersebut adalah ....,2%,Rp120.000,Rp1.500.000,5 bulan,4 bulan,E,,,,Lama waktu pinjaman adalah 4 bulan.,M1D
M1D-PRE-SD-V01,M1D,Bunga Sederhana,PRETEST,I1,2,Sedang,PG,Tabungan Rp1.500.000 mendapat bunga 8% per tahun selama 6 bulan. Jumlah akhir tabungan adalah ....,Rp1.500.000,Rp1.440.000,Rp60.000,Rp1.560.000,Rp1.620.000,D,,,,Bunga = Rp60.000. Jumlah akhir = Rp1.500.000 + Rp60.000 = Rp1.560.000.,M1D/R2
M1D-POST-SL-V01,M1D,Bunga Sederhana,POSTTEST,I1,3,Sulit,PG,"Seseorang menabung Rp5.000.000 selama 10 bulan. Bank A memberi bunga 9,6% per tahun, sedangkan Bank B memberi bunga 0,75% per bulan. Kesimpulan yang tepat adalah ....",Keduanya sama,Bank B lebih besar Rp25.000,Bank A lebih besar Rp25.000,Tidak dapat ditentukan,Bank A lebih besar Rp12.500,C,,,,"Bunga A = Rp400.000, bunga B = Rp375.000. Bank A lebih besar Rp25.000.",M1D/R1
M1D-POST-SL-V02,M1D,Bunga Sederhana,POSTTEST,I2,3,Sulit,PG,"Pinjaman Rp2.400.000 dikenakan bunga sederhana 0,75% per bulan selama 10 bulan. Besar bunga adalah ....",Rp180.000,Rp90.000,Rp18.000,Rp360.000,Rp162.000,A,,,,"Bunga = Rp2.400.000 × 0,75% × 10 = Rp180.000.",R1
M1D-F25-SL-V01,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Raka menabung Rp2.400.000 dengan bunga 7,5% per tahun selama 8 bulan. Waktu harus ditulis sebagai ....","0,75 tahun",8/10 tahun,8 tahun,"7,5 tahun",2/3 tahun,E,"Karena bunga per tahun, bulan harus diubah menjadi tahun.",8 bulan = 8/12 tahun.,,8/12 = 2/3 tahun.,M1D/R1
M1D-F25-SL-V02,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Sebuah pinjaman Rp3.000.000 dikenakan bunga sederhana 1,5% per bulan selama 6 bulan. Pernyataan yang benar adalah ....",Bunga dihitung dari jumlah akhir tiap bulan,Bunga dihitung dari bunga bulan sebelumnya,Bunga tidak bergantung pada modal,Bunga dihitung dari saldo setelah bunga bulan pertama,Bunga dihitung dari Rp3.000.000 setiap bulan,E,"Pada bunga sederhana, dasar perhitungan tetap modal awal.",Bunga tidak berbunga lagi.,,"Pada bunga sederhana, bunga dihitung dari modal awal.",M1D
M1D-F25-SL-V03,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Dalam bunga sederhana, jika modal dan suku bunga sama, tetapi waktu lebih lama, maka ....",Modal menjadi nol,Bunga lebih kecil,Bunga lebih besar,Bunga tetap sama,Bunga menjadi lebih besar hanya jika modal juga bertambah,C,Rumus bunga sederhana memuat faktor waktu.,"Semakin lama waktu, hasil perkalian bunga semakin besar.",,"Bunga = modal × suku bunga × waktu. Jika waktu lebih lama, bunga lebih besar.",M1D
M1D-F26-SL-V01,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Pinjaman Rp3.500.000 dikenakan bunga sederhana 1,6% per bulan selama 8 bulan. Besar bunga adalah ....",Rp896.000,Rp448.000,Rp224.000,Rp56.000,Rp392.000,B,Bunga per bulan dikalikan jumlah bulan.,"Hitung 1,6% × Rp3.500.000 × 8.",,"Bunga = Rp3.500.000 × 1,6% × 8 = Rp448.000.",R1
M1D-F26-SL-V02,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Pinjaman Rp2.400.000 dikenakan bunga sederhana 0,75% per bulan selama 10 bulan. Besar bunga adalah ....",Rp162.000,Rp90.000,Rp18.000,Rp360.000,Rp180.000,E,Bunga per bulan dikalikan jumlah bulan.,"Hitung 0,75% × Rp2.400.000 × 10.",,"Bunga = Rp2.400.000 × 0,75% × 10 = Rp180.000.",R1
M1D-F26-SL-V03,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Pinjaman Rp4.800.000 dikenakan bunga sederhana 1,125% per bulan selama 4 bulan. Besar bunga adalah ....",Rp54.000,Rp108.000,Rp432.000,Rp216.000,Rp162.000,D,Bunga per bulan dikalikan jumlah bulan.,"Hitung 1,125% × Rp4.800.000 × 4.",,"Bunga = Rp4.800.000 × 1,125% × 4 = Rp216.000.",R1
M1D-F27-SL-V01,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Tabungan Rp4.000.000 mendapat bunga sederhana 6,25% per tahun selama 3 tahun. Besar bunga adalah ....",Rp750.000,Rp250.000,Rp4.750.000,Rp375.000,Rp500.000,A,Bunga dihitung dari modal awal untuk setiap tahun.,"Hitung Rp4.000.000 × 6,25% × 3.",,Bunga = Rp750.000.,R1
M1D-F27-SL-V02,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Tabungan Rp3.600.000 mendapat bunga sederhana 8,5% per tahun selama 2 tahun. Besar bunga adalah ....",Rp306.000,Rp4.212.000,Rp612.000,Rp3.600.000,Rp61.200,C,Bunga dihitung dari modal awal untuk setiap tahun.,"Hitung Rp3.600.000 × 8,5% × 2.",,Bunga = Rp612.000.,R1
M1D-F27-SL-V03,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Tabungan Rp5.000.000 mendapat bunga sederhana 4,8% per tahun selama 5 tahun. Besar bunga adalah ....",Rp240.000,Rp600.000,Rp1.200.000,Rp6.200.000,Rp960.000,C,Bunga dihitung dari modal awal untuk setiap tahun.,"Hitung Rp5.000.000 × 4,8% × 5.",,Bunga = Rp1.200.000.,R1
M1D-F28-SL-V01,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Modal Rp4.500.000 mendapat bunga 6,4% per tahun selama 15 bulan. Besar bunga adalah ....",Rp384.000,Rp288.000,Rp180.000,Rp720.000,Rp360.000,E,"Karena bunga per tahun, ubah 15 bulan menjadi tahun.",15 bulan = 15/12 tahun.,,"Bunga = Rp4.500.000 × 6,4% × 15/12 = Rp360.000.",M1D/R1
M1D-F28-SL-V02,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Modal Rp2.250.000 mendapat bunga 9,6% per tahun selama 5 bulan. Besar bunga adalah ....",Rp45.000,Rp216.000,Rp90.000,Rp180.000,Rp108.000,C,"Karena bunga per tahun, ubah 5 bulan menjadi tahun.",5 bulan = 5/12 tahun.,,"Bunga = Rp2.250.000 × 9,6% × 5/12 = Rp90.000.",M1D/R1
M1D-F28-SL-V03,M1D,Bunga Sederhana,PRACTICE,I2,3,Sulit,PG,"Modal Rp6.000.000 mendapat bunga 5,5% per tahun selama 18 bulan. Besar bunga adalah ....",Rp990.000,Rp330.000,Rp247.500,Rp495.000,Rp522.500,D,"Karena bunga per tahun, ubah 18 bulan menjadi tahun.",18 bulan = 18/12 tahun.,,"Bunga = Rp6.000.000 × 5,5% × 18/12 = Rp495.000.",M1D/R1
M1D-F29-SL-V01,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Tabungan Rp4.500.000 mendapat bunga 6,4% per tahun selama 15 bulan. Jumlah akhir tabungan adalah ....",Rp4.860.000,Rp4.500.000,Rp4.140.000,Rp360.000,Rp4.788.000,A,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp360.000. Jumlah akhir = Rp4.500.000 + Rp360.000 = Rp4.860.000.,M1D/R2
M1D-F29-SL-V02,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Tabungan Rp2.250.000 mendapat bunga 9,6% per tahun selama 5 bulan. Jumlah akhir tabungan adalah ....",Rp2.250.000,Rp2.160.000,Rp90.000,Rp2.340.000,Rp2.466.000,D,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp90.000. Jumlah akhir = Rp2.250.000 + Rp90.000 = Rp2.340.000.,M1D/R2
M1D-F29-SL-V03,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Tabungan Rp6.000.000 mendapat bunga 5,5% per tahun selama 18 bulan. Jumlah akhir tabungan adalah ....",Rp6.000.000,Rp5.505.000,Rp495.000,Rp6.495.000,Rp6.330.000,D,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,,Bunga = Rp495.000. Jumlah akhir = Rp6.000.000 + Rp495.000 = Rp6.495.000.,M1D/R2
M1D-F30-SL-V01,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Pinjaman Rp3.500.000 dikenakan bunga 1,6% per bulan selama 8 bulan. Total pengembalian adalah ....",Rp448.000,Rp3.556.000,Rp3.724.000,Rp4.396.000,Rp3.948.000,E,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp448.000. Total pengembalian = Rp3.948.000.,R1/R2
M1D-F30-SL-V02,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Pinjaman Rp4.800.000 dikenakan bunga 1,125% per bulan selama 4 bulan. Total pengembalian adalah ....",Rp4.908.000,Rp216.000,Rp5.232.000,Rp5.016.000,Rp4.854.000,D,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp216.000. Total pengembalian = Rp5.016.000.,R1/R2
M1D-F30-SL-V03,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,Pinjaman Rp6.000.000 dikenakan bunga 9% per tahun selama 15 bulan. Total pengembalian adalah ....,Rp6.675.000,Rp6.337.500,Rp675.000,Rp7.350.000,Rp6.540.000,A,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,,Bunga = Rp675.000. Total pengembalian = Rp6.675.000.,R1/R2
M1D-F31-SL-V01,M1D,Bunga Sederhana,PRACTICE,I3,3,Sulit,PG,"Dua tabungan bermodal Rp4.000.000 selama 9 bulan. Pilihan A bunga 7,2% per tahun, Pilihan B bunga 0,55% per bulan. Kesimpulan yang tepat adalah ....",Keduanya sama,Pilihan B lebih besar Rp18.000,Tidak dapat ditentukan,Pilihan A lebih besar Rp18.000,Pilihan A lebih besar Rp9.000,D,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp216.000. Bunga B = Rp198.000. Maka pilihan a lebih besar rp18.000.,M1D/R1
