question_id,mode,material_id,floor_number,difficulty,variant_number,indicator,cognitive_level,question_type,context_tag,question_text,option_a,option_b,option_c,option_d,correct_answer,correct_value,hint_1,hint_2,explanation,common_error_tag,remedial_material_id,is_active
M1D-F26-MD-V03,PRACTICE,M1D,26,MUDAH,3,I2/I3,C3,PG,bunga_per_bulan,"Pinjaman Rp800.000 dikenakan bunga sederhana 1,5% per bulan selama 2 bulan. Besar bunga adalah ....",Rp24.000,Rp824.000,Rp48.000,Rp12.000,A,Rp24.000,Bunga per bulan dikalikan jumlah bulan.,"Hitung 1,5% × Rp800.000 × 2.","Bunga = Rp800.000 × 1,5% × 2 = Rp24.000.",ERR_MONTHLY_INTEREST,R1,TRUE
M1D-F26-SD-V01,PRACTICE,M1D,26,SEDANG,1,I2/I3,C3,PG,bunga_per_bulan,Pinjaman Rp1.200.000 dikenakan bunga sederhana 2% per bulan selama 5 bulan. Besar bunga adalah ....,Rp120.000,Rp60.000,Rp24.000,Rp240.000,A,Rp120.000,Bunga per bulan dikalikan jumlah bulan.,Hitung 2% × Rp1.200.000 × 5.,Bunga = Rp1.200.000 × 2% × 5 = Rp120.000.,ERR_MONTHLY_INTEREST,R1,TRUE
M1D-F26-SD-V02,PRACTICE,M1D,26,SEDANG,2,I2/I3,C3,PG,bunga_per_bulan,"Pinjaman Rp2.000.000 dikenakan bunga sederhana 1,25% per bulan selama 6 bulan. Besar bunga adalah ....",Rp25.000,Rp150.000,Rp300.000,Rp75.000,B,Rp150.000,Bunga per bulan dikalikan jumlah bulan.,"Hitung 1,25% × Rp2.000.000 × 6.","Bunga = Rp2.000.000 × 1,25% × 6 = Rp150.000.",ERR_MONTHLY_INTEREST,R1,TRUE
M1D-F26-SD-V03,PRACTICE,M1D,26,SEDANG,3,I2/I3,C3,PG,bunga_per_bulan,"Pinjaman Rp750.000 dikenakan bunga sederhana 2,4% per bulan selama 5 bulan. Besar bunga adalah ....",Rp180.000,Rp18.000,Rp90.000,Rp45.000,C,Rp90.000,Bunga per bulan dikalikan jumlah bulan.,"Hitung 2,4% × Rp750.000 × 5.","Bunga = Rp750.000 × 2,4% × 5 = Rp90.000.",ERR_MONTHLY_INTEREST,R1,TRUE
M1D-F26-SL-V01,PRACTICE,M1D,26,SULIT,1,I2/I3,C4,PG,bunga_per_bulan,"Pinjaman Rp3.500.000 dikenakan bunga sederhana 1,6% per bulan selama 8 bulan. Besar bunga adalah ....",Rp896.000,Rp448.000,Rp224.000,Rp56.000,B,Rp448.000,Bunga per bulan dikalikan jumlah bulan.,"Hitung 1,6% × Rp3.500.000 × 8.","Bunga = Rp3.500.000 × 1,6% × 8 = Rp448.000.",ERR_MONTHLY_INTEREST,R1,TRUE
M1D-F26-SL-V02,PRACTICE,M1D,26,SULIT,2,I2/I3,C4,PG,bunga_per_bulan,"Pinjaman Rp2.400.000 dikenakan bunga sederhana 0,75% per bulan selama 10 bulan. Besar bunga adalah ....",Rp180.000,Rp90.000,Rp18.000,Rp360.000,A,Rp180.000,Bunga per bulan dikalikan jumlah bulan.,"Hitung 0,75% × Rp2.400.000 × 10.","Bunga = Rp2.400.000 × 0,75% × 10 = Rp180.000.",ERR_MONTHLY_INTEREST,R1,TRUE
M1D-F26-SL-V03,PRACTICE,M1D,26,SULIT,3,I2/I3,C4,PG,bunga_per_bulan,"Pinjaman Rp4.800.000 dikenakan bunga sederhana 1,125% per bulan selama 4 bulan. Besar bunga adalah ....",Rp54.000,Rp108.000,Rp432.000,Rp216.000,D,Rp216.000,Bunga per bulan dikalikan jumlah bulan.,"Hitung 1,125% × Rp4.800.000 × 4.","Bunga = Rp4.800.000 × 1,125% × 4 = Rp216.000.",ERR_MONTHLY_INTEREST,R1,TRUE
M1D-F27-MD-V01,PRACTICE,M1D,27,MUDAH,1,I2/I3,C3,PG,bunga_per_tahun,Tabungan Rp1.000.000 mendapat bunga sederhana 5% per tahun selama 1 tahun. Besar bunga adalah ....,Rp1.050.000,Rp25.000,Rp1.000.000,Rp50.000,D,Rp50.000,Bunga dihitung dari modal awal untuk setiap tahun.,Hitung Rp1.000.000 × 5% × 1.,Bunga = Rp50.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F27-MD-V02,PRACTICE,M1D,27,MUDAH,2,I2/I3,C3,PG,bunga_per_tahun,Tabungan Rp2.000.000 mendapat bunga sederhana 6% per tahun selama 1 tahun. Besar bunga adalah ....,Rp120.000,Rp60.000,Rp2.000.000,Rp2.120.000,A,Rp120.000,Bunga dihitung dari modal awal untuk setiap tahun.,Hitung Rp2.000.000 × 6% × 1.,Bunga = Rp120.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F27-MD-V03,PRACTICE,M1D,27,MUDAH,3,I2/I3,C3,PG,bunga_per_tahun,Tabungan Rp500.000 mendapat bunga sederhana 8% per tahun selama 1 tahun. Besar bunga adalah ....,Rp500.000,Rp20.000,Rp40.000,Rp540.000,C,Rp40.000,Bunga dihitung dari modal awal untuk setiap tahun.,Hitung Rp500.000 × 8% × 1.,Bunga = Rp40.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F27-SD-V01,PRACTICE,M1D,27,SEDANG,1,I2/I3,C3,PG,bunga_per_tahun,Tabungan Rp1.500.000 mendapat bunga sederhana 4% per tahun selama 2 tahun. Besar bunga adalah ....,Rp1.620.000,Rp60.000,Rp1.500.000,Rp120.000,D,Rp120.000,Bunga dihitung dari modal awal untuk setiap tahun.,Hitung Rp1.500.000 × 4% × 2.,Bunga = Rp120.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F27-SD-V02,PRACTICE,M1D,27,SEDANG,2,I2/I3,C3,PG,bunga_per_tahun,Tabungan Rp2.500.000 mendapat bunga sederhana 7% per tahun selama 2 tahun. Besar bunga adalah ....,Rp175.000,Rp350.000,Rp2.500.000,Rp2.850.000,B,Rp350.000,Bunga dihitung dari modal awal untuk setiap tahun.,Hitung Rp2.500.000 × 7% × 2.,Bunga = Rp350.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F27-SD-V03,PRACTICE,M1D,27,SEDANG,3,I2/I3,C3,PG,bunga_per_tahun,"Tabungan Rp3.000.000 mendapat bunga sederhana 5,5% per tahun selama 2 tahun. Besar bunga adalah ....",Rp3.330.000,Rp165.000,Rp330.000,Rp3.000.000,C,Rp330.000,Bunga dihitung dari modal awal untuk setiap tahun.,"Hitung Rp3.000.000 × 5,5% × 2.",Bunga = Rp330.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F27-SL-V01,PRACTICE,M1D,27,SULIT,1,I2/I3,C4,PG,bunga_per_tahun,"Tabungan Rp4.000.000 mendapat bunga sederhana 6,25% per tahun selama 3 tahun. Besar bunga adalah ....",Rp750.000,Rp250.000,Rp4.750.000,Rp375.000,A,Rp750.000,Bunga dihitung dari modal awal untuk setiap tahun.,"Hitung Rp4.000.000 × 6,25% × 3.",Bunga = Rp750.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F27-SL-V02,PRACTICE,M1D,27,SULIT,2,I2/I3,C4,PG,bunga_per_tahun,"Tabungan Rp3.600.000 mendapat bunga sederhana 8,5% per tahun selama 2 tahun. Besar bunga adalah ....",Rp306.000,Rp4.212.000,Rp612.000,Rp3.600.000,C,Rp612.000,Bunga dihitung dari modal awal untuk setiap tahun.,"Hitung Rp3.600.000 × 8,5% × 2.",Bunga = Rp612.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F27-SL-V03,PRACTICE,M1D,27,SULIT,3,I2/I3,C4,PG,bunga_per_tahun,"Tabungan Rp5.000.000 mendapat bunga sederhana 4,8% per tahun selama 5 tahun. Besar bunga adalah ....",Rp240.000,Rp600.000,Rp1.200.000,Rp6.200.000,C,Rp1.200.000,Bunga dihitung dari modal awal untuk setiap tahun.,"Hitung Rp5.000.000 × 4,8% × 5.",Bunga = Rp1.200.000.,ERR_YEARLY_INTEREST,R1,TRUE
M1D-F28-MD-V01,PRACTICE,M1D,28,MUDAH,1,I2/I3,C3,PG,konversi_waktu_bunga,Modal Rp1.000.000 mendapat bunga 12% per tahun selama 6 bulan. Besar bunga adalah ....,Rp30.000,Rp120.000,Rp1.060.000,Rp60.000,D,Rp60.000,"Karena bunga per tahun, ubah 6 bulan menjadi tahun.",6 bulan = 6/12 tahun.,Bunga = Rp1.000.000 × 12% × 6/12 = Rp60.000.,ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F28-MD-V02,PRACTICE,M1D,28,MUDAH,2,I2/I3,C3,PG,konversi_waktu_bunga,Modal Rp2.000.000 mendapat bunga 6% per tahun selama 6 bulan. Besar bunga adalah ....,Rp30.000,Rp60.000,Rp2.060.000,Rp120.000,B,Rp60.000,"Karena bunga per tahun, ubah 6 bulan menjadi tahun.",6 bulan = 6/12 tahun.,Bunga = Rp2.000.000 × 6% × 6/12 = Rp60.000.,ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F28-MD-V03,PRACTICE,M1D,28,MUDAH,3,I2/I3,C3,PG,konversi_waktu_bunga,Modal Rp1.200.000 mendapat bunga 10% per tahun selama 3 bulan. Besar bunga adalah ....,Rp15.000,Rp30.000,Rp120.000,Rp60.000,B,Rp30.000,"Karena bunga per tahun, ubah 3 bulan menjadi tahun.",3 bulan = 3/12 tahun.,Bunga = Rp1.200.000 × 10% × 3/12 = Rp30.000.,ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F28-SD-V01,PRACTICE,M1D,28,SEDANG,1,I2/I3,C3,PG,konversi_waktu_bunga,Modal Rp1.500.000 mendapat bunga 8% per tahun selama 9 bulan. Besar bunga adalah ....,Rp180.000,Rp90.000,Rp45.000,Rp120.000,B,Rp90.000,"Karena bunga per tahun, ubah 9 bulan menjadi tahun.",9 bulan = 9/12 tahun.,Bunga = Rp1.500.000 × 8% × 9/12 = Rp90.000.,ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F28-SD-V02,PRACTICE,M1D,28,SEDANG,2,I2/I3,C3,PG,konversi_waktu_bunga,"Modal Rp2.400.000 mendapat bunga 7,5% per tahun selama 8 bulan. Besar bunga adalah ....",Rp60.000,Rp180.000,Rp120.000,Rp240.000,C,Rp120.000,"Karena bunga per tahun, ubah 8 bulan menjadi tahun.",8 bulan = 8/12 tahun.,"Bunga = Rp2.400.000 × 7,5% × 8/12 = Rp120.000.",ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F28-SD-V03,PRACTICE,M1D,28,SEDANG,3,I2/I3,C3,PG,konversi_waktu_bunga,"Modal Rp3.000.000 mendapat bunga 4,8% per tahun selama 10 bulan. Besar bunga adalah ....",Rp60.000,Rp144.000,Rp120.000,Rp240.000,C,Rp120.000,"Karena bunga per tahun, ubah 10 bulan menjadi tahun.",10 bulan = 10/12 tahun.,"Bunga = Rp3.000.000 × 4,8% × 10/12 = Rp120.000.",ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F28-SL-V01,PRACTICE,M1D,28,SULIT,1,I2/I3,C4,PG,konversi_waktu_bunga,"Modal Rp4.500.000 mendapat bunga 6,4% per tahun selama 15 bulan. Besar bunga adalah ....",Rp360.000,Rp288.000,Rp180.000,Rp720.000,A,Rp360.000,"Karena bunga per tahun, ubah 15 bulan menjadi tahun.",15 bulan = 15/12 tahun.,"Bunga = Rp4.500.000 × 6,4% × 15/12 = Rp360.000.",ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F28-SL-V02,PRACTICE,M1D,28,SULIT,2,I2/I3,C4,PG,konversi_waktu_bunga,"Modal Rp2.250.000 mendapat bunga 9,6% per tahun selama 5 bulan. Besar bunga adalah ....",Rp45.000,Rp216.000,Rp90.000,Rp180.000,C,Rp90.000,"Karena bunga per tahun, ubah 5 bulan menjadi tahun.",5 bulan = 5/12 tahun.,"Bunga = Rp2.250.000 × 9,6% × 5/12 = Rp90.000.",ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F28-SL-V03,PRACTICE,M1D,28,SULIT,3,I2/I3,C4,PG,konversi_waktu_bunga,"Modal Rp6.000.000 mendapat bunga 5,5% per tahun selama 18 bulan. Besar bunga adalah ....",Rp990.000,Rp330.000,Rp247.500,Rp495.000,D,Rp495.000,"Karena bunga per tahun, ubah 18 bulan menjadi tahun.",18 bulan = 18/12 tahun.,"Bunga = Rp6.000.000 × 5,5% × 18/12 = Rp495.000.",ERR_TIME_CONVERSION,M1D/R1,TRUE
M1D-F29-MD-V01,PRACTICE,M1D,29,MUDAH,1,I1/I2/I3,C3,PG,jumlah_akhir_tabungan,Tabungan Rp1.000.000 mendapat bunga 5% per tahun selama 12 bulan. Jumlah akhir tabungan adalah ....,Rp1.050.000,Rp50.000,Rp950.000,Rp1.000.000,A,Rp1.050.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp50.000. Jumlah akhir = Rp1.000.000 + Rp50.000 = Rp1.050.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F29-MD-V02,PRACTICE,M1D,29,MUDAH,2,I1/I2/I3,C3,PG,jumlah_akhir_tabungan,Tabungan Rp2.000.000 mendapat bunga 6% per tahun selama 12 bulan. Jumlah akhir tabungan adalah ....,Rp1.880.000,Rp2.000.000,Rp2.120.000,Rp120.000,C,Rp2.120.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp120.000. Jumlah akhir = Rp2.000.000 + Rp120.000 = Rp2.120.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F29-MD-V03,PRACTICE,M1D,29,MUDAH,3,I1/I2/I3,C3,PG,jumlah_akhir_tabungan,Tabungan Rp500.000 mendapat bunga 8% per tahun selama 12 bulan. Jumlah akhir tabungan adalah ....,Rp460.000,Rp540.000,Rp500.000,Rp40.000,B,Rp540.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp40.000. Jumlah akhir = Rp500.000 + Rp40.000 = Rp540.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F29-SD-V01,PRACTICE,M1D,29,SEDANG,1,I1/I2/I3,C3,PG,jumlah_akhir_tabungan,Tabungan Rp1.500.000 mendapat bunga 8% per tahun selama 6 bulan. Jumlah akhir tabungan adalah ....,Rp1.500.000,Rp1.440.000,Rp60.000,Rp1.560.000,D,Rp1.560.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp60.000. Jumlah akhir = Rp1.500.000 + Rp60.000 = Rp1.560.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F29-SD-V02,PRACTICE,M1D,29,SEDANG,2,I1/I2/I3,C3,PG,jumlah_akhir_tabungan,"Tabungan Rp2.400.000 mendapat bunga 7,5% per tahun selama 8 bulan. Jumlah akhir tabungan adalah ....",Rp120.000,Rp2.400.000,Rp2.520.000,Rp2.280.000,C,Rp2.520.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp120.000. Jumlah akhir = Rp2.400.000 + Rp120.000 = Rp2.520.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F29-SD-V03,PRACTICE,M1D,29,SEDANG,3,I1/I2/I3,C3,PG,jumlah_akhir_tabungan,"Tabungan Rp3.000.000 mendapat bunga 4,8% per tahun selama 10 bulan. Jumlah akhir tabungan adalah ....",Rp3.000.000,Rp2.880.000,Rp120.000,Rp3.120.000,D,Rp3.120.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp120.000. Jumlah akhir = Rp3.000.000 + Rp120.000 = Rp3.120.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F29-SL-V01,PRACTICE,M1D,29,SULIT,1,I1/I2/I3,C4,PG,jumlah_akhir_tabungan,"Tabungan Rp4.500.000 mendapat bunga 6,4% per tahun selama 15 bulan. Jumlah akhir tabungan adalah ....",Rp4.860.000,Rp4.500.000,Rp4.140.000,Rp360.000,A,Rp4.860.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp360.000. Jumlah akhir = Rp4.500.000 + Rp360.000 = Rp4.860.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F29-SL-V02,PRACTICE,M1D,29,SULIT,2,I1/I2/I3,C4,PG,jumlah_akhir_tabungan,"Tabungan Rp2.250.000 mendapat bunga 9,6% per tahun selama 5 bulan. Jumlah akhir tabungan adalah ....",Rp2.250.000,Rp2.160.000,Rp90.000,Rp2.340.000,D,Rp2.340.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp90.000. Jumlah akhir = Rp2.250.000 + Rp90.000 = Rp2.340.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F29-SL-V03,PRACTICE,M1D,29,SULIT,3,I1/I2/I3,C4,PG,jumlah_akhir_tabungan,"Tabungan Rp6.000.000 mendapat bunga 5,5% per tahun selama 18 bulan. Jumlah akhir tabungan adalah ....",Rp6.000.000,Rp5.505.000,Rp495.000,Rp6.495.000,D,Rp6.495.000,Hitung bunga terlebih dahulu.,Jumlah akhir = modal + bunga.,Bunga = Rp495.000. Jumlah akhir = Rp6.000.000 + Rp495.000 = Rp6.495.000.,ERR_FINAL_AMOUNT_FORMULA,M1D/R2,TRUE
M1D-F30-MD-V01,PRACTICE,M1D,30,MUDAH,1,I1/I2/I3,C3,PG,pengembalian_pinjaman,Pinjaman Rp1.000.000 dikenakan bunga 2% per bulan selama 3 bulan. Total pengembalian adalah ....,Rp1.120.000,Rp1.030.000,Rp1.060.000,Rp60.000,C,Rp1.060.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp60.000. Total pengembalian = Rp1.060.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F30-MD-V02,PRACTICE,M1D,30,MUDAH,2,I1/I2/I3,C3,PG,pengembalian_pinjaman,Pinjaman Rp500.000 dikenakan bunga 4% per bulan selama 2 bulan. Total pengembalian adalah ....,Rp540.000,Rp40.000,Rp520.000,Rp580.000,A,Rp540.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp40.000. Total pengembalian = Rp540.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F30-MD-V03,PRACTICE,M1D,30,MUDAH,3,I1/I2/I3,C3,PG,pengembalian_pinjaman,"Pinjaman Rp800.000 dikenakan bunga 1,5% per bulan selama 4 bulan. Total pengembalian adalah ....",Rp824.000,Rp896.000,Rp848.000,Rp48.000,C,Rp848.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp48.000. Total pengembalian = Rp848.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F30-SD-V01,PRACTICE,M1D,30,SEDANG,1,I1/I2/I3,C3,PG,pengembalian_pinjaman,Pinjaman Rp1.200.000 dikenakan bunga 2% per bulan selama 5 bulan. Total pengembalian adalah ....,Rp1.440.000,Rp1.320.000,Rp120.000,Rp1.260.000,B,Rp1.320.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp120.000. Total pengembalian = Rp1.320.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F30-SD-V02,PRACTICE,M1D,30,SEDANG,2,I1/I2/I3,C3,PG,pengembalian_pinjaman,"Pinjaman Rp2.000.000 dikenakan bunga 1,25% per bulan selama 6 bulan. Total pengembalian adalah ....",Rp2.300.000,Rp150.000,Rp2.150.000,Rp2.075.000,C,Rp2.150.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp150.000. Total pengembalian = Rp2.150.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F30-SD-V03,PRACTICE,M1D,30,SEDANG,3,I1/I2/I3,C3,PG,pengembalian_pinjaman,Pinjaman Rp1.500.000 dikenakan bunga 12% per tahun selama 6 bulan. Total pengembalian adalah ....,Rp1.545.000,Rp90.000,Rp1.680.000,Rp1.590.000,D,Rp1.590.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp90.000. Total pengembalian = Rp1.590.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F30-SL-V01,PRACTICE,M1D,30,SULIT,1,I1/I2/I3,C4,PG,pengembalian_pinjaman,"Pinjaman Rp3.500.000 dikenakan bunga 1,6% per bulan selama 8 bulan. Total pengembalian adalah ....",Rp448.000,Rp3.948.000,Rp3.724.000,Rp4.396.000,B,Rp3.948.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp448.000. Total pengembalian = Rp3.948.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F30-SL-V02,PRACTICE,M1D,30,SULIT,2,I1/I2/I3,C4,PG,pengembalian_pinjaman,"Pinjaman Rp4.800.000 dikenakan bunga 1,125% per bulan selama 4 bulan. Total pengembalian adalah ....",Rp4.908.000,Rp216.000,Rp5.232.000,Rp5.016.000,D,Rp5.016.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp216.000. Total pengembalian = Rp5.016.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F30-SL-V03,PRACTICE,M1D,30,SULIT,3,I1/I2/I3,C4,PG,pengembalian_pinjaman,Pinjaman Rp6.000.000 dikenakan bunga 9% per tahun selama 15 bulan. Total pengembalian adalah ....,Rp6.675.000,Rp6.337.500,Rp675.000,Rp7.350.000,A,Rp6.675.000,Hitung bunga pinjaman terlebih dahulu.,Total pengembalian = pinjaman + bunga.,Bunga = Rp675.000. Total pengembalian = Rp6.675.000.,ERR_FINAL_AMOUNT_FORMULA,R1/R2,TRUE
M1D-F31-MD-V01,PRACTICE,M1D,31,MUDAH,1,I3/I4,C4,PG,perbandingan_bunga,"Dua tabungan bermodal Rp1.000.000 selama 12 bulan. Pilihan A bunga 5% per tahun, Pilihan B bunga 6% per tahun. Kesimpulan yang tepat adalah ....",Pilihan B lebih besar Rp10.000,Keduanya sama,Tidak dapat ditentukan,Pilihan A lebih besar Rp10.000,A,Pilihan B lebih besar Rp10.000,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,Bunga A = Rp50.000. Bunga B = Rp60.000. Maka pilihan b lebih besar rp10.000.,ERR_COMPARE_INTEREST,M1D/R1,TRUE
M1D-F31-MD-V02,PRACTICE,M1D,31,MUDAH,2,I3/I4,C4,PG,perbandingan_bunga,"Dua pinjaman bermodal Rp1.000.000 selama 3 bulan. Pilihan A bunga 1% per bulan, Pilihan B bunga 2% per bulan. Kesimpulan yang tepat adalah ....",Pilihan B lebih ringan Rp30.000,Pilihan A lebih ringan Rp30.000,Tidak dapat ditentukan,Keduanya sama,B,Pilihan A lebih ringan Rp30.000,"Untuk pinjaman, bunga lebih kecil berarti lebih ringan.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,Bunga A = Rp30.000. Bunga B = Rp60.000. Maka pilihan a lebih ringan rp30.000.,ERR_COMPARE_INTEREST,M1D/R1,TRUE
M1D-F31-MD-V03,PRACTICE,M1D,31,MUDAH,3,I3/I4,C4,PG,perbandingan_bunga,"Dua tabungan bermodal Rp2.000.000 selama 12 bulan. Pilihan A bunga 4% per tahun, Pilihan B bunga 4% per tahun. Kesimpulan yang tepat adalah ....",Pilihan A lebih besar Rp10.000,Tidak dapat ditentukan,Semua pilihan salah,Keduanya sama,D,Keduanya sama,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,Bunga A = Rp80.000. Bunga B = Rp80.000. Maka keduanya sama.,ERR_COMPARE_INTEREST,M1D/R1,TRUE
M1D-F31-SD-V01,PRACTICE,M1D,31,SEDANG,1,I3/I4,C4,PG,perbandingan_bunga,"Dua tabungan bermodal Rp2.000.000 selama 6 bulan. Pilihan A bunga 6% per tahun, Pilihan B bunga 0,4% per bulan. Kesimpulan yang tepat adalah ....",Pilihan A lebih besar Rp12.000,Tidak dapat ditentukan,Pilihan B lebih besar Rp12.000,Keduanya sama,A,Pilihan A lebih besar Rp12.000,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,Bunga A = Rp60.000. Bunga B = Rp48.000. Maka pilihan a lebih besar rp12.000.,ERR_COMPARE_INTEREST,M1D/R1,TRUE
M1D-F31-SD-V02,PRACTICE,M1D,31,SEDANG,2,I3/I4,C4,PG,perbandingan_bunga,"Dua pinjaman bermodal Rp3.000.000 selama 6 bulan. Pilihan A bunga 1,5% per bulan, Pilihan B bunga 12% per tahun. Kesimpulan yang tepat adalah ....",Pilihan B lebih ringan Rp90.000,Pilihan A lebih besar Rp10.000,Tidak dapat ditentukan,Keduanya sama,A,Pilihan B lebih ringan Rp90.000,"Untuk pinjaman, bunga lebih kecil berarti lebih ringan.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,Bunga A = Rp270.000. Bunga B = Rp180.000. Maka pilihan b lebih ringan rp90.000.,ERR_COMPARE_INTEREST,M1D/R1,TRUE
M1D-F31-SD-V03,PRACTICE,M1D,31,SEDANG,3,I3/I4,C4,PG,perbandingan_bunga,"Dua tabungan bermodal Rp1.500.000 selama 8 bulan. Pilihan A bunga 9% per tahun, Pilihan B bunga 0,8% per bulan. Kesimpulan yang tepat adalah ....",Keduanya sama,Pilihan B lebih besar Rp6.000,Pilihan A lebih besar Rp10.000,Tidak dapat ditentukan,B,Pilihan B lebih besar Rp6.000,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,Bunga A = Rp90.000. Bunga B = Rp96.000. Maka pilihan b lebih besar rp6.000.,ERR_COMPARE_INTEREST,M1D/R1,TRUE
M1D-F31-SL-V01,PRACTICE,M1D,31,SULIT,1,I3/I4,C4,PG,perbandingan_bunga,"Dua tabungan bermodal Rp4.000.000 selama 9 bulan. Pilihan A bunga 7,2% per tahun, Pilihan B bunga 0,55% per bulan. Kesimpulan yang tepat adalah ....",Keduanya sama,Pilihan B lebih besar Rp18.000,Tidak dapat ditentukan,Pilihan A lebih besar Rp18.000,D,Pilihan A lebih besar Rp18.000,"Untuk tabungan, bunga lebih besar berarti jumlah akhir lebih besar.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,Bunga A = Rp216.000. Bunga B = Rp198.000. Maka pilihan a lebih besar rp18.000.,ERR_COMPARE_INTEREST,M1D/R1,TRUE
M1D-F31-SL-V02,PRACTICE,M1D,31,SULIT,2,I3/I4,C4,PG,perbandingan_bunga,"Dua pinjaman bermodal Rp5.000.000 selama 10 bulan. Pilihan A bunga 1% per bulan, Pilihan B bunga 10,8% per tahun. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Keduanya sama,Pilihan B lebih ringan Rp50.000,Pilihan A lebih besar Rp10.000,C,Pilihan B lebih ringan Rp50.000,"Untuk pinjaman, bunga lebih kecil berarti lebih ringan.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,Bunga A = Rp500.000. Bunga B = Rp450.000. Maka pilihan b lebih ringan rp50.000.,ERR_COMPARE_INTEREST,M1D/R1,TRUE
